Employee ID,Department,Job Role,Gender,Age,Hire Date,Years At Company,Education,Marital Status,Business Travel,OverTime,Distance From Home,Job Satisfaction,Performance Rating,Monthly Salary,Attrition
1233,HR,HR Manager,Male,50,2020-02-08,5.9,Master,Married,Travel_Frequently,No,19,3,4,6921,No
1234,R&D,R&D Manager,Female,30,2025-08-07,0.4,Master,Married,Non-Travel,No,28,1,4,11653,No
1235,Sales,Sales Manager,Male,46,2006-10-24,19.2,Bachelor,Married,Travel_Frequently,Yes,17,4,3,12383,No
1236,IT,IT Manager,Female,53,2022-09-14,3.3,High School,Divorced,Travel_Rarely,No,8,4,4,13590,No
1237,IT,Software Engineer,Female,35,2023-05-27,2.6,Bachelor,Married,Travel_Rarely,No,6,4,3,13471,No
1238,R&D,Lab Technician,Female,29,2018-03-16,7.8,Bachelor,Single,Travel_Rarely,No,11,1,3,10873,No
1239,Finance,Finance Manager,Male,37,2018-09-15,7.3,Master,Married,Travel_Rarely,No,28,2,3,12241,No
1240,Finance,Financial Analyst,Female,47,2020-08-08,5.4,Bachelor,Single,Non-Travel,No,24,1,3,8555,Yes
1241,Sales,Account Manager,Male,37,2023-10-20,2.2,Master,Single,Travel_Rarely,No,26,1,4,7368,No
1242,Sales,Account Manager,Female,59,2015-03-17,10.8,Master,Single,Non-Travel,No,4,2,3,11778,No
1243,R&D,Lab Technician,Female,42,2010-02-10,15.9,Bachelor,Married,Non-Travel,Yes,30,3,3,10796,No
1244,Sales,Sales Manager,Female,54,2006-09-18,19.3,High School,Married,Travel_Rarely,No,16,3,3,12008,No
1245,IT,Data Analyst,Female,37,2014-07-05,11.5,High School,Single,Non-Travel,No,1,4,3,11306,No
1246,Sales,Sales Manager,Female,42,2018-11-27,7.1,Master,Married,Non-Travel,No,17,4,3,9174,No
1247,IT,IT Manager,Male,56,2018-10-21,7.2,Master,Married,Travel_Frequently,No,18,3,3,12660,No
1248,IT,QA Engineer,Female,38,2009-09-17,16.3,Bachelor,Married,Non-Travel,Yes,18,3,3,13237,No
1249,Sales,Account Manager,Male,22,2024-12-31,1.0,PhD,Single,Travel_Rarely,No,18,2,3,9617,Yes
1250,IT,QA Engineer,Female,29,2023-01-01,3.0,Bachelor,Single,Travel_Frequently,No,17,4,4,10836,No
1251,Marketing,Content Creator,Male,39,2022-03-15,3.8,High School,Married,Non-Travel,No,1,1,4,7627,Yes
1252,IT,Software Engineer,Male,44,2013-09-16,12.3,Bachelor,Married,Travel_Rarely,No,7,1,2,14096,No
1253,IT,Data Analyst,Male,39,2008-04-24,17.7,PhD,Married,Travel_Rarely,Yes,11,1,4,14326,No
1254,Sales,Account Manager,Female,30,2022-10-20,3.2,Master,Married,Travel_Rarely,Yes,24,3,3,7161,No
1255,HR,HR Specialist,Female,48,2020-07-03,5.5,High School,Single,Non-Travel,No,8,4,3,10094,No
1256,R&D,Lab Technician,Female,52,2010-01-04,16.0,Master,Married,Travel_Frequently,Yes,3,3,4,13261,No
1257,Marketing,Marketing Manager,Female,46,2008-01-05,18.0,Bachelor,Single,Non-Travel,Yes,1,1,3,8961,Yes
1258,HR,HR Manager,Female,31,2018-04-22,7.7,Bachelor,Married,Travel_Frequently,No,14,3,3,10157,Yes
1259,Marketing,Marketing Specialist,Female,47,2012-09-16,13.3,Master,Married,Non-Travel,No,2,3,3,10910,No
1260,Sales,Account Manager,Male,37,2014-07-05,11.5,Bachelor,Single,Travel_Frequently,No,13,2,1,11368,No
1261,R&D,Lab Technician,Male,56,2021-02-07,4.9,Master,Single,Travel_Rarely,No,23,3,3,9983,No
1262,Marketing,Marketing Specialist,Male,30,2025-09-13,0.3,Bachelor,Married,Non-Travel,Yes,29,4,4,7244,No
1263,IT,Software Engineer,Male,33,2017-09-15,8.3,PhD,Single,Travel_Rarely,No,24,1,1,11087,No
1264,Sales,Account Manager,Male,37,2025-11-25,0.1,Bachelor,Single,Travel_Rarely,No,24,2,3,9295,Yes
1265,R&D,Lab Technician,Female,27,2020-11-26,5.1,Master,Married,Travel_Rarely,Yes,14,1,4,12544,Yes
1266,HR,HR Specialist,Male,29,2022-11-26,3.1,Bachelor,Married,Travel_Frequently,Yes,19,1,3,8643,No
1267,HR,HR Specialist,Female,55,2008-09-17,17.3,Master,Divorced,Travel_Rarely,No,21,4,3,9251,No
1268,R&D,Lab Technician,Male,59,2017-05-28,8.6,Bachelor,Single,Travel_Rarely,No,26,3,3,12209,No
1269,Marketing,Marketing Manager,Female,37,2013-01-03,13.0,Bachelor,Divorced,Travel_Rarely,No,16,3,2,11160,No
1270,IT,Software Engineer,Male,38,2017-01-02,9.0,Master,Married,Travel_Rarely,No,3,3,2,11290,No
1271,Finance,Finance Manager,Female,38,2024-12-31,1.0,Master,Divorced,Travel_Rarely,No,1,4,3,9182,No
1272,Sales,Sales Manager,Male,33,2016-05-28,9.6,High School,Divorced,Travel_Frequently,No,25,2,3,8778,No
1273,HR,Recruiter,Female,53,2013-04-23,12.7,Master,Married,Travel_Frequently,Yes,28,3,1,8330,Yes
1274,Marketing,Marketing Manager,Male,49,2018-04-22,7.7,Bachelor,Single,Travel_Frequently,Yes,25,2,3,9134,No
1275,R&D,Research Scientist,Female,22,2025-02-06,0.9,Bachelor,Single,Non-Travel,Yes,23,1,2,9591,Yes
1276,R&D,Lab Technician,Female,42,2006-05-31,19.6,High School,Single,Non-Travel,No,16,2,3,13717,No
1277,R&D,Lab Technician,Female,27,2024-01-01,2.0,Master,Single,Travel_Rarely,Yes,5,3,3,9823,No
1278,IT,Software Engineer,Female,32,2021-09-14,4.3,Master,Married,Non-Travel,Yes,14,4,3,12624,No
1279,Marketing,Marketing Specialist,Male,48,2016-01-03,10.0,Bachelor,Married,Travel_Frequently,No,2,4,4,7837,Yes
1280,R&D,Research Scientist,Female,47,2022-01-01,4.0,PhD,Married,Travel_Rarely,No,14,2,3,12414,No
1281,IT,Software Engineer,Male,41,2019-05-28,6.6,High School,Married,Non-Travel,No,26,4,4,13812,No
1282,IT,Software Engineer,Female,49,2021-03-15,4.8,High School,Married,Travel_Rarely,Yes,2,2,3,10471,Yes
1283,Sales,Sales Executive,Male,44,2016-10-22,9.2,Master,Single,Travel_Rarely,No,4,4,3,11570,No
1284,Marketing,Marketing Manager,Female,31,2021-03-15,4.8,High School,Married,Travel_Rarely,No,14,1,4,8669,No
1285,IT,QA Engineer,Female,58,2021-10-20,4.2,PhD,Married,Non-Travel,No,12,4,3,10954,No
1286,Sales,Account Manager,Male,48,2018-04-22,7.7,Bachelor,Single,Non-Travel,No,27,4,3,8255,No
1287,IT,IT Manager,Male,35,2024-02-07,1.9,Master,Married,Travel_Rarely,No,19,3,3,10655,No
1288,Finance,Accountant,Female,53,2010-02-10,15.9,Master,Single,Non-Travel,No,2,3,2,11125,No
1289,Sales,Account Manager,Female,27,2023-02-07,2.9,Bachelor,Married,Travel_Frequently,Yes,20,3,3,8170,No
1290,IT,IT Manager,Female,47,2016-08-09,9.4,Bachelor,Divorced,Non-Travel,Yes,4,2,3,14495,Yes
1291,R&D,R&D Manager,Female,22,2025-05-26,0.6,Bachelor,Single,Travel_Frequently,Yes,15,3,3,11183,No
1292,IT,QA Engineer,Female,44,2013-08-10,12.4,Master,Married,Travel_Frequently,Yes,23,1,3,14313,No
1293,Sales,Account Manager,Female,43,2021-01-01,5.0,Bachelor,Single,Non-Travel,Yes,29,4,3,9044,No
1294,IT,Data Analyst,Female,45,2007-08-13,18.4,Master,Married,Non-Travel,No,20,2,1,12391,Yes
1295,Sales,Sales Executive,Female,48,2025-04-20,0.7,Master,Single,Travel_Frequently,No,3,3,3,9972,No
1296,Sales,Account Manager,Female,57,2023-01-01,3.0,Bachelor,Single,Travel_Rarely,Yes,10,2,2,9966,Yes
1297,Sales,Sales Executive,Male,31,2024-07-02,1.5,Bachelor,Married,Travel_Rarely,No,16,3,2,6953,No
1298,HR,Recruiter,Female,30,2020-09-14,5.3,Bachelor,Single,Travel_Frequently,Yes,5,1,3,8068,Yes
1299,HR,HR Manager,Male,33,2025-08-07,0.4,Master,Married,Travel_Rarely,No,4,4,4,6608,No
1300,IT,Data Analyst,Male,59,2008-10-23,17.2,PhD,Married,Non-Travel,No,25,1,4,15306,No
1301,IT,QA Engineer,Female,51,2023-09-14,2.3,Bachelor,Married,Non-Travel,No,26,2,4,13314,Yes
1302,IT,Software Engineer,Female,53,2017-07-04,8.5,Bachelor,Married,Travel_Rarely,No,9,4,4,11078,No
1303,IT,IT Manager,Female,39,2024-09-13,1.3,Bachelor,Single,Travel_Frequently,Yes,12,3,2,10401,No
1304,IT,IT Manager,Female,59,2007-07-07,18.5,Bachelor,Married,Travel_Rarely,Yes,28,1,3,16127,Yes
1305,Sales,Account Manager,Male,40,2016-09-15,9.3,Master,Single,Travel_Frequently,No,12,2,2,11517,Yes
1306,IT,Software Engineer,Female,41,2016-05-28,9.6,PhD,Married,Travel_Rarely,No,2,1,3,11215,No
1307,IT,QA Engineer,Male,31,2017-07-04,8.5,Master,Married,Travel_Frequently,No,10,4,3,12300,No
1308,Sales,Sales Manager,Male,33,2022-08-08,3.4,Master,Single,Travel_Rarely,No,3,3,3,9995,No
1309,HR,Recruiter,Male,45,2006-09-18,19.3,Bachelor,Single,Travel_Frequently,Yes,18,4,3,8672,No
1310,IT,QA Engineer,Female,28,2019-02-08,6.9,High School,Single,Travel_Rarely,Yes,2,4,2,14085,No
1311,IT,IT Manager,Female,45,2018-08-09,7.4,Bachelor,Married,Travel_Rarely,No,14,2,3,13096,No
1312,Marketing,Content Creator,Male,35,2012-05-29,13.6,Bachelor,Married,Non-Travel,No,13,2,4,9814,Yes
1313,HR,HR Specialist,Female,41,2024-01-01,2.0,Bachelor,Single,Travel_Rarely,No,28,1,3,9502,No
1314,Sales,Sales Executive,Male,28,2019-08-09,6.4,Master,Married,Travel_Frequently,No,2,4,2,10169,No
1315,IT,QA Engineer,Female,42,2015-10-23,10.2,High School,Single,Non-Travel,Yes,15,1,4,14635,Yes
1316,Sales,Sales Executive,Male,52,2020-08-08,5.4,Bachelor,Married,Travel_Rarely,Yes,18,4,4,7980,No
1317,Sales,Account Manager,Male,43,2011-04-24,14.7,Master,Divorced,Non-Travel,No,29,2,3,12188,No
1318,IT,Software Engineer,Female,29,2025-02-06,0.9,Bachelor,Single,Travel_Frequently,No,22,1,3,10368,No
1319,R&D,Lab Technician,Male,54,2010-07-06,15.5,Bachelor,Single,Non-Travel,No,21,3,3,13169,No
1320,Sales,Sales Executive,Female,58,2024-04-20,1.7,Bachelor,Single,Travel_Rarely,Yes,1,4,3,7942,No
1321,HR,HR Specialist,Female,25,2023-05-27,2.6,Master,Married,Travel_Rarely,No,20,4,3,7760,No
1322,HR,HR Manager,Male,44,2025-10-19,0.2,Bachelor,Married,Travel_Rarely,No,17,3,2,8315,No
1323,R&D,Research Scientist,Male,44,2018-08-09,7.4,Master,Married,Travel_Rarely,No,23,1,4,9167,No
1324,Finance,Finance Manager,Female,23,2025-07-02,0.5,High School,Divorced,Travel_Rarely,No,25,2,3,8638,No
1325,IT,Software Engineer,Female,29,2018-07-04,7.5,High School,Single,Non-Travel,No,11,4,3,11970,No
1326,R&D,Lab Technician,Female,28,2024-02-07,1.9,High School,Married,Non-Travel,No,23,1,3,8390,Yes
1327,Sales,Account Manager,Female,41,2020-03-15,5.8,Master,Single,Travel_Rarely,No,27,2,3,8961,No
1328,Sales,Account Manager,Male,31,2025-08-07,0.4,Master,Married,Travel_Rarely,Yes,26,1,2,10384,Yes
1329,Finance,Finance Manager,Female,52,2023-10-20,2.2,Bachelor,Divorced,Non-Travel,Yes,24,2,3,8096,No
1330,HR,HR Manager,Female,35,2019-01-02,7.0,Bachelor,Single,Travel_Rarely,No,3,2,3,6802,No
1331,Sales,Account Manager,Female,35,2022-04-21,3.7,Bachelor,Single,Travel_Rarely,No,4,3,2,8849,No
1332,IT,Data Analyst,Male,26,2022-04-21,3.7,Master,Single,Travel_Rarely,No,18,1,4,13994,No
1333,Sales,Sales Executive,Male,45,2024-01-01,2.0,PhD,Single,Travel_Rarely,No,13,1,3,9654,No
1334,R&D,R&D Manager,Male,30,2018-08-09,7.4,High School,Single,Travel_Rarely,No,9,3,3,10276,No
1335,IT,Data Analyst,Female,53,2024-10-19,1.2,Bachelor,Single,Travel_Rarely,No,28,4,3,9911,No
1336,IT,Data Analyst,Male,56,2016-08-09,9.4,Bachelor,Single,Non-Travel,No,12,2,3,14376,Yes
1337,Sales,Account Manager,Male,35,2024-01-01,2.0,PhD,Married,Travel_Rarely,No,15,2,3,6858,No
1338,IT,IT Manager,Female,33,2016-07-04,9.5,Bachelor,Single,Non-Travel,No,10,1,3,13339,No
1339,R&D,Lab Technician,Male,29,2020-07-03,5.5,PhD,Married,Travel_Frequently,Yes,15,2,4,10236,No
1340,Finance,Finance Manager,Female,53,2019-10-21,6.2,Bachelor,Single,Travel_Rarely,Yes,15,1,3,11940,No
1341,IT,Data Analyst,Female,36,2013-02-09,12.9,Master,Single,Non-Travel,No,21,1,3,13237,Yes
1342,R&D,Lab Technician,Male,37,2024-05-26,1.6,Bachelor,Single,Travel_Frequently,No,25,2,2,11361,No
1343,Sales,Account Manager,Male,42,2024-08-08,1.4,Bachelor,Married,Travel_Rarely,No,14,1,2,9883,No
1344,Sales,Account Manager,Male,56,2018-10-21,7.2,Master,Married,Travel_Rarely,No,22,2,3,9823,No
1345,Sales,Sales Manager,Male,31,2021-05-28,4.6,Bachelor,Married,Travel_Rarely,Yes,13,3,4,8813,No
1346,Sales,Sales Manager,Male,51,2025-09-13,0.3,Bachelor,Single,Non-Travel,No,23,2,3,7092,No
1347,IT,QA Engineer,Male,58,2011-09-17,14.3,PhD,Single,Travel_Frequently,No,8,3,3,14673,Yes
1348,Sales,Sales Executive,Female,32,2019-07-04,6.5,Bachelor,Single,Non-Travel,No,27,2,3,10489,No
1349,IT,Data Analyst,Female,42,2007-09-18,18.3,PhD,Single,Non-Travel,Yes,20,4,4,13116,No
1350,R&D,Lab Technician,Male,56,2023-08-08,2.4,Master,Married,Travel_Rarely,No,3,1,3,9142,No
1351,Finance,Finance Manager,Male,49,2011-01-04,15.0,Master,Divorced,Non-Travel,No,28,1,3,10040,Yes
1352,Finance,Financial Analyst,Female,33,2014-09-16,11.3,High School,Married,Travel_Frequently,No,4,2,3,11379,No
1353,Sales,Sales Executive,Male,49,2012-11-28,13.1,Bachelor,Single,Non-Travel,No,23,4,3,12178,Yes
1354,Finance,Accountant,Male,38,2017-03-16,8.8,Bachelor,Married,Non-Travel,No,27,1,3,11334,No
1355,IT,QA Engineer,Male,28,2019-11-27,6.1,Bachelor,Single,Travel_Frequently,No,29,3,3,12864,No
1356,IT,Software Engineer,Female,30,2018-01-02,8.0,Master,Single,Travel_Rarely,No,12,1,1,12501,No
1357,IT,QA Engineer,Female,26,2023-10-20,2.2,Master,Married,Travel_Rarely,No,2,1,3,11515,No
1358,Finance,Accountant,Male,44,2017-03-16,8.8,Master,Single,Travel_Frequently,No,13,2,3,12643,No
1359,HR,HR Specialist,Female,45,2017-11-27,8.1,Bachelor,Married,Travel_Rarely,Yes,28,4,3,9877,Yes
1360,Sales,Account Manager,Male,40,2024-09-13,1.3,Bachelor,Single,Non-Travel,No,20,2,2,9521,No
1361,IT,QA Engineer,Male,49,2020-04-21,5.7,High School,Single,Travel_Frequently,Yes,2,4,3,12767,Yes
1362,Marketing,Content Creator,Male,53,2014-05-29,11.6,High School,Married,Travel_Rarely,No,24,3,3,8289,No
1363,R&D,Lab Technician,Male,57,2013-03-17,12.8,Bachelor,Married,Non-Travel,No,16,1,3,12111,Yes
1364,Sales,Sales Manager,Female,41,2025-11-25,0.1,Bachelor,Single,Non-Travel,No,25,2,3,9849,No
1365,IT,Software Engineer,Female,45,2012-08-10,13.4,PhD,Married,Travel_Rarely,Yes,25,3,3,13129,No
1366,IT,Data Analyst,Male,54,2023-03-16,2.8,Bachelor,Married,Travel_Rarely,No,14,1,3,13648,No
1367,Sales,Sales Executive,Male,58,2008-04-24,17.7,Master,Single,Travel_Rarely,Yes,20,2,3,12730,No
1368,IT,QA Engineer,Female,46,2014-04-23,11.7,High School,Married,Travel_Frequently,No,12,1,3,14457,No
1369,Sales,Sales Manager,Female,40,2011-08-11,14.4,Bachelor,Single,Travel_Frequently,No,28,1,4,12493,No
1370,IT,QA Engineer,Male,53,2008-11-29,17.1,Bachelor,Single,Travel_Rarely,No,10,2,3,16024,No
1371,Finance,Financial Analyst,Male,24,2024-10-19,1.2,Bachelor,Married,Non-Travel,No,22,4,4,11665,No
1372,R&D,Research Scientist,Male,30,2023-08-08,2.4,Bachelor,Married,Travel_Frequently,No,11,3,4,12155,Yes
1373,Sales,Sales Manager,Male,58,2020-03-15,5.8,Bachelor,Married,Travel_Rarely,No,21,3,2,9085,No
1374,Finance,Financial Analyst,Female,56,2025-07-02,0.5,High School,Single,Travel_Rarely,No,5,3,3,9160,No
1375,IT,Software Engineer,Female,50,2021-02-07,4.9,Bachelor,Single,Non-Travel,No,17,2,2,11103,No
1376,R&D,Research Scientist,Male,49,2017-10-22,8.2,PhD,Married,Travel_Rarely,No,16,2,3,9943,No
1377,Finance,Accountant,Female,42,2008-05-30,17.6,Master,Single,Non-Travel,No,28,2,3,13115,No
1378,Finance,Accountant,Female,39,2022-09-14,3.3,Bachelor,Married,Travel_Rarely,Yes,19,4,2,8233,No
1379,IT,Software Engineer,Female,56,2008-07-06,17.5,Bachelor,Divorced,Travel_Rarely,Yes,28,2,3,15808,No
1380,IT,IT Manager,Female,44,2019-05-28,6.6,Master,Single,Travel_Rarely,No,30,3,3,13804,No
1381,IT,IT Manager,Female,59,2015-08-10,10.4,High School,Married,Travel_Rarely,No,16,4,3,13981,No
1382,IT,Data Analyst,Male,56,2009-08-12,16.4,Bachelor,Married,Non-Travel,Yes,12,1,3,12414,Yes
1383,HR,HR Manager,Male,41,2016-07-04,9.5,Bachelor,Married,Travel_Frequently,Yes,21,3,4,7870,Yes
1384,Sales,Account Manager,Male,29,2025-04-20,0.7,Master,Single,Travel_Frequently,No,2,2,3,8882,No
1385,R&D,R&D Manager,Female,30,2024-07-02,1.5,Bachelor,Single,Non-Travel,No,12,3,4,11120,No
1386,IT,Data Analyst,Female,50,2009-05-30,16.6,Master,Single,Travel_Rarely,Yes,2,2,3,15017,No
1387,Finance,Accountant,Female,56,2024-09-13,1.3,High School,Married,Non-Travel,No,30,4,2,10534,No
1388,IT,Data Analyst,Female,39,2014-01-03,12.0,Master,Single,Travel_Rarely,No,18,2,4,11888,No
1389,R&D,Lab Technician,Female,31,2021-11-26,4.1,High School,Married,Travel_Rarely,No,16,2,3,12398,No
1390,Marketing,Marketing Manager,Female,27,2025-03-14,0.8,High School,Married,Travel_Frequently,Yes,16,3,3,7392,Yes
1391,IT,IT Manager,Male,58,2010-01-04,16.0,Master,Married,Travel_Rarely,No,9,3,3,12909,No
1392,R&D,Research Scientist,Male,60,2011-08-11,14.4,Bachelor,Single,Travel_Rarely,Yes,13,2,3,11335,No
1393,R&D,Research Scientist,Male,49,2007-07-07,18.5,Bachelor,Married,Travel_Frequently,No,20,1,3,12972,No
1394,Sales,Sales Executive,Male,35,2020-05-28,5.6,Master,Married,Travel_Rarely,No,28,1,4,10866,No
1395,R&D,R&D Manager,Female,22,2025-08-07,0.4,Bachelor,Married,Travel_Rarely,No,18,4,3,11400,No
1396,R&D,Research Scientist,Male,39,2021-11-26,4.1,PhD,Married,Travel_Rarely,No,7,1,1,11303,Yes
1397,HR,HR Manager,Male,31,2017-10-22,8.2,Master,Married,Travel_Rarely,No,1,2,3,8274,No
1398,IT,IT Manager,Female,54,2011-03-18,14.8,Bachelor,Single,Non-Travel,No,1,1,4,13480,No
1399,Marketing,Marketing Manager,Female,30,2018-04-22,7.7,Bachelor,Single,Non-Travel,No,23,2,2,8859,No
1400,HR,HR Manager,Female,47,2024-12-31,1.0,Bachelor,Married,Non-Travel,Yes,27,1,3,9280,No
1401,IT,IT Manager,Male,45,2015-03-17,10.8,Bachelor,Married,Travel_Rarely,No,22,3,4,13882,No
1402,R&D,Research Scientist,Female,46,2021-01-01,5.0,Bachelor,Single,Travel_Rarely,No,12,3,1,8837,No
1403,R&D,R&D Manager,Male,28,2024-01-01,2.0,Master,Single,Travel_Rarely,Yes,19,2,3,11027,Yes
1404,HR,HR Specialist,Female,49,2024-03-14,1.8,Bachelor,Single,Travel_Frequently,Yes,12,4,3,9068,No
1405,R&D,R&D Manager,Female,35,2023-09-14,2.3,Bachelor,Single,Travel_Rarely,No,29,4,4,10938,No
1406,Sales,Account Manager,Female,29,2022-09-14,3.3,Master,Single,Non-Travel,Yes,2,3,4,9156,No
1407,IT,QA Engineer,Male,52,2014-04-23,11.7,Bachelor,Single,Travel_Frequently,No,10,4,3,15134,No
1408,R&D,Lab Technician,Female,53,2009-04-24,16.7,Master,Divorced,Non-Travel,No,13,4,3,11755,No
1409,Sales,Account Manager,Female,58,2007-08-13,18.4,Bachelor,Married,Non-Travel,No,28,4,1,10568,No
1410,Sales,Account Manager,Male,28,2022-11-26,3.1,Master,Married,Travel_Rarely,No,21,4,3,10725,Yes
1411,HR,HR Specialist,Male,31,2016-03-16,9.8,PhD,Single,Travel_Rarely,Yes,19,2,3,10250,No
1412,R&D,Research Scientist,Female,52,2025-10-19,0.2,Bachelor,Single,Travel_Frequently,Yes,23,1,2,8051,Yes
1413,Sales,Sales Manager,Male,23,2024-01-01,2.0,Bachelor,Single,Non-Travel,No,16,2,4,8552,No
1414,IT,QA Engineer,Female,41,2011-08-11,14.4,Bachelor,Divorced,Non-Travel,No,9,2,3,12071,No
1415,HR,HR Specialist,Female,42,2011-03-18,14.8,Master,Single,Travel_Frequently,No,6,3,3,8803,No
1416,Sales,Account Manager,Male,32,2020-08-08,5.4,Bachelor,Divorced,Non-Travel,No,15,1,3,8005,Yes
1417,Sales,Sales Executive,Female,39,2008-09-17,17.3,Bachelor,Married,Travel_Rarely,No,15,4,3,9118,No
1418,IT,Software Engineer,Female,32,2016-07-04,9.5,Master,Married,Non-Travel,No,29,3,3,14060,No
1419,R&D,Research Scientist,Female,39,2012-07-05,13.5,Bachelor,Single,Travel_Rarely,No,21,2,3,11059,No
1420,Finance,Financial Analyst,Male,28,2021-08-08,4.4,PhD,Single,Non-Travel,No,5,2,3,10253,No
1421,R&D,Research Scientist,Female,24,2025-11-25,0.1,Bachelor,Married,Travel_Rarely,No,5,4,3,9513,No
1422,Sales,Sales Manager,Female,29,2020-05-28,5.6,Master,Married,Non-Travel,No,11,1,4,9851,No
1423,Marketing,Marketing Specialist,Male,52,2006-10-24,19.2,Bachelor,Single,Travel_Rarely,No,12,4,4,12359,No
1424,HR,HR Manager,Male,29,2018-10-21,7.2,Bachelor,Single,Travel_Frequently,No,3,3,4,7201,No
1425,Finance,Accountant,Male,26,2023-04-21,2.7,Bachelor,Married,Travel_Rarely,Yes,12,3,2,7949,No
1426,Marketing,Content Creator,Female,29,2023-09-14,2.3,Master,Single,Travel_Rarely,Yes,4,1,2,7259,No
1427,Sales,Account Manager,Female,25,2024-03-14,1.8,PhD,Married,Travel_Rarely,No,25,2,3,7594,No
1428,IT,Software Engineer,Male,49,2024-04-20,1.7,Bachelor,Married,Travel_Frequently,No,14,4,4,12731,No
1429,R&D,R&D Manager,Female,47,2024-12-31,1.0,Master,Married,Travel_Frequently,No,8,4,4,9830,No
1430,Finance,Finance Manager,Male,27,2022-09-14,3.3,Master,Single,Non-Travel,No,11,1,3,9772,Yes
1431,Marketing,Content Creator,Female,59,2009-04-24,16.7,Master,Divorced,Travel_Rarely,No,29,3,3,12178,No
1432,IT,IT Manager,Male,26,2024-02-07,1.9,High School,Single,Non-Travel,No,30,4,3,12582,No
1433,HR,Recruiter,Male,52,2013-03-17,12.8,Bachelor,Divorced,Travel_Frequently,No,15,2,3,11141,No
1434,HR,HR Manager,Male,37,2025-05-26,0.6,Master,Married,Travel_Rarely,No,6,2,3,8083,No
1435,Sales,Sales Executive,Female,50,2019-05-28,6.6,Bachelor,Divorced,Travel_Rarely,No,11,3,3,8451,No
1436,Marketing,Marketing Manager,Female,24,2023-05-27,2.6,Bachelor,Single,Travel_Frequently,Yes,1,2,2,8208,No
1437,IT,Data Analyst,Female,26,2023-10-20,2.2,Bachelor,Married,Travel_Rarely,No,10,2,3,11550,No
1438,R&D,Lab Technician,Female,46,2012-10-22,13.2,Bachelor,Single,Travel_Rarely,No,13,1,3,11459,No
1439,HR,Recruiter,Female,43,2023-07-03,2.5,Bachelor,Divorced,Non-Travel,No,9,1,3,6102,No
1440,IT,Data Analyst,Female,43,2010-04-24,15.7,Master,Married,Travel_Rarely,No,2,2,2,12450,No
1441,Sales,Sales Manager,Male,54,2013-02-09,12.9,Bachelor,Single,Travel_Rarely,Yes,6,1,4,10964,Yes
1442,Finance,Finance Manager,Male,48,2023-02-07,2.9,PhD,Married,Travel_Rarely,No,1,3,3,11475,No
1443,Sales,Sales Executive,Female,27,2024-11-25,1.1,Bachelor,Divorced,Travel_Frequently,Yes,5,4,3,10600,No
1444,HR,Recruiter,Male,24,2025-04-20,0.7,Bachelor,Married,Travel_Rarely,No,10,1,3,6622,Yes
1445,R&D,Research Scientist,Male,44,2012-08-10,13.4,Bachelor,Divorced,Travel_Rarely,No,5,3,3,11660,No
1446,R&D,Lab Technician,Male,29,2023-07-03,2.5,Bachelor,Married,Travel_Rarely,No,24,3,3,8415,No
1447,HR,HR Manager,Male,29,2021-04-21,4.7,Master,Married,Travel_Rarely,Yes,19,1,4,6250,No
1448,Marketing,Content Creator,Male,54,2015-09-16,10.3,Bachelor,Single,Non-Travel,No,15,1,3,8435,No
1449,Sales,Sales Manager,Male,43,2007-03-19,18.8,High School,Single,Non-Travel,No,25,4,3,10817,No
1450,Sales,Sales Manager,Female,55,2021-05-28,4.6,PhD,Married,Travel_Rarely,No,7,1,3,10170,No
1451,Sales,Sales Manager,Male,32,2017-01-02,9.0,Master,Divorced,Travel_Rarely,No,15,2,2,9157,No
1452,HR,HR Specialist,Male,25,2022-07-03,3.5,Master,Single,Travel_Rarely,Yes,30,1,3,6399,Yes
1453,Marketing,Marketing Manager,Male,40,2009-09-17,16.3,PhD,Single,Travel_Rarely,No,14,3,3,9994,No
1454,IT,IT Manager,Female,36,2016-01-03,10.0,Master,Married,Travel_Rarely,Yes,22,3,3,14635,No
1455,Sales,Sales Manager,Male,53,2019-08-09,6.4,Bachelor,Married,Travel_Frequently,No,22,2,4,10285,Yes
1456,IT,QA Engineer,Female,50,2018-03-16,7.8,Bachelor,Married,Non-Travel,No,13,3,3,11273,No
1457,R&D,R&D Manager,Female,45,2011-11-29,14.1,Bachelor,Married,Travel_Rarely,No,9,3,3,12293,No
1458,HR,HR Manager,Female,33,2016-02-09,9.9,PhD,Single,Travel_Rarely,Yes,9,2,4,8273,No
1459,Sales,Account Manager,Female,38,2023-09-14,2.3,PhD,Married,Travel_Rarely,No,17,1,3,7589,No
1460,HR,Recruiter,Male,58,2009-03-18,16.8,Master,Single,Non-Travel,No,28,3,3,9455,No
1461,IT,QA Engineer,Female,34,2017-01-02,9.0,Bachelor,Single,Travel_Rarely,No,13,3,3,13673,No
1462,HR,HR Manager,Male,42,2019-04-22,6.7,Master,Married,Non-Travel,No,13,2,3,9820,No
1463,Finance,Accountant,Male,44,2012-09-16,13.3,Master,Single,Travel_Rarely,No,24,2,3,11917,No
1464,Sales,Account Manager,Female,51,2018-10-21,7.2,Master,Single,Travel_Rarely,No,15,4,3,7823,No
1465,IT,Software Engineer,Female,32,2024-07-02,1.5,Master,Married,Travel_Rarely,No,8,1,2,11774,No
1466,Marketing,Marketing Specialist,Female,37,2010-01-04,16.0,Bachelor,Married,Travel_Frequently,No,20,2,3,9172,Yes
